bid_id,paying_price
a21183e54eb7f97290ec6e549030bfb2,46
c91caab7cad159d5a8efbd475e2d794f,51
d4ef40f2d9d75f3bd56b53a2c6f7ec33,0
bedec93fafd04ad92b4685b0b8d4b697,0
8f264b322913f4263e92247253541501,0
a93d1ff92fc45849b193b6742aa3b4b3,0
b82a5d1d034bbe6fed40752e984aaa61,0
8fc398ee3b5719dfe948c9fc9351047d,0
49ac446c1f999d9527378763fc8f3e1e,0
cc9a83faf4d464da90597de71051a383,0
f60af4c43ff2a570d6929a6bca31a7c4,0
22c91b38db94ae0597175e8daf0c4473,0
11c25e1559abaf27822f30d79d9a5aeb,0
406b9d8bd33e866f2cd78f7ae0fdd223,0
7c1463557630651dfeb64572d54361d0,0
be3d09ceeb0c49ee0cf368160f8de3cf,0
a6fbddd034c7fc055e24cb57ff7cf5a0,0
ad3a69f9e22ef584726f36337b662d87,0
3d4b53fb0fc2333bdfde949c3a6b2502,0
2191b9da3e76b2c3bd309fbc2182f83a,0
e871c663ea10db30e02d72882e07e4b2,0
16d1236f3e203ca4aa04f9d3624e0a04,0
b8203ad5c331a76c75148b04262c420c,0
eaa2eea62d6f73253a68d8e891ccc1f9,0
891ff3fc0fae5287c5302b9ea180f8bf,0
85c6a81a9a940fefed221f9ccedf5234,0
2a9ff9a8e016598020914c88314ee78e,0
af38f3eeb791317e684050e74078872b,0
dad4f47870f3986fc36b38ee815f211a,0
41949c1dedaf02afd692e08ba74b166c,0
81941b727499717e20f897e5347084a4,0
6b214c8be22610e1ddd4571eefccc33b,0
eb33f611b3db99d2766428cc69be3ae4,0
3bc9436961fbf728e39feb6260df4ba7,0
d23e7a82846a803414cbcac0db485668,0
734419c4ae101134023b79727e653003,0
c67465083bc7a6b7e20a07e9946675f0,0
3b5747cdfe62ccdcaeef80a305d0f0c4,0
95685ac37ca144068e40cb3e051f5ea1,0
5226b6ce69a57cb2025c69f1dcf5815e,0
59c33418bf1ebfcd1305be941def98aa,0
926990ceb3efbaa9f1050ab37c3f32af,0
90ebf64a257dfd03709cd672db033aec,0
35e31b566913d2df06498e21d67cad2a,0
6d2bac7f2069712e286b5ab1b5ce311a,0
71b8196f84e517d93bbfd9ebfd662882,0
1bf6505d0a2dc415188b7e844b0282e5,0
fef16bb56ba052bdabd5bf670127977e,0
8534d14c027e99558f67d87d73dbcef6,0
ecddfd0c3728cb678a670042950de79f,0
fba6d8d25b2600a206500588814a8cf1,0
f25fa8981e19c2666a982b95dd67e552,0
327e75cf83f2d305f82ebdde79a6f22d,0
8d238807cf3ed8e0d1669d86af6db640,0
7363f5ce2da6299c31d6e3ec7c8ab3af,0
368202f1314affebab18a0cc6adbe6b,0
6f883b2ef8756c3586a417cfd481914a,0
98d04c7db0a362158bc590a7769dfe8a,0
d15dad2d60a48a47cc9dc4cd3deaac7c,0
ef8d13d40a6d868bc1ca619894b023b8,0
51d1b8a46816c3a6140643074746acdf,0
4b2398f8cb62dce90ee23872b23fbfa6,0
67442a7121a3959d8ce367134104ec8,0
7403235a2868e702d6d85b3a023266e3,0
4699687f3bbdd681b48e503e23a6ad27,0
3efd2a2fafbd001405073ee7caab5935,0
16eb06a8b24e4a6567de56ad10f13eaf,0
65369493079397e07ebb0ebb5c7708d1,0
a5c852617dbad10856d908408212884a,0
4e844d08c06e33e359cfb87451a1fc94,0
c1b9fb389986d3a540905ec65505b77,0
6907464d16cd482f4601e83eef5c85d6,0
6518c6b9a89f5e3809b2933687de0942,0
